heart_rate,eda,body_temp,bvp,cluster,stress_level
107.33,0.470515,35.87,12.06,0,Medium Stress
106.05,0.470515,35.89,24.83,0,Medium Stress
104.8,0.469234,35.89,34.88,0,Medium Stress
103.57,0.467953,35.89,42.31,0,Medium Stress
102.35,0.467953,35.89,47.13,0,Medium Stress
101.12,0.466671,35.87,49.46,0,Medium Stress
99.85,0.467953,35.87,49.64,0,Medium Stress
98.53,0.466671,35.87,48.27,0,Medium Stress
97.15,0.46539,35.87,46.05,0,Medium Stress
95.88,0.466671,35.89,43.56,0,Medium Stress
94.58,0.46539,35.89,41.15,0,Medium Stress
93.32,0.464109,35.89,38.89,0,Medium Stress
92.03,0.462827,35.89,36.76,0,Medium Stress
90.78,0.462827,35.89,34.74,0,Medium Stress
89.55,0.462827,35.89,33.01,0,Medium Stress
88.33,0.462827,35.89,31.8,0,Medium Stress
87.08,0.461546,35.89,31.36,0,Medium Stress
85.85,0.460265,35.91,31.81,0,Medium Stress
84.63,0.461546,35.91,33.13,0,Medium Stress
83.38,0.460265,35.91,34.97,0,Medium Stress
82.08,0.460265,35.91,36.82,0,Medium Stress
80.68,0.460265,35.87,38.05,0,Medium Stress
79.37,0.458983,35.87,38.15,0,Medium Stress
78.52,0.460265,35.87,36.85,0,Medium Stress
77.72,0.457702,35.87,34.37,0,Medium Stress
76.9,0.457702,35.89,31.32,0,Medium Stress
76.15,0.457702,35.89,28.46,0,Medium Stress
75.38,0.455139,35.89,26.31,0,Medium Stress
74.62,0.455139,35.89,24.9,0,Medium Stress
73.88,0.455139,35.87,23.66,0,Medium Stress
73.1,0.453858,35.87,21.85,0,Medium Stress
72.3,0.453858,35.87,18.84,0,Medium Stress
71.55,0.453858,35.87,14.52,0,Medium Stress
70.73,0.452577,35.89,9.39,0,Medium Stress
69.93,0.453858,35.89,4.3,0,Medium Stress
69.12,0.451295,35.89,0.12,0,Medium Stress
68.68,0.451295,35.89,-2.73,0,Medium Stress
68.23,0.448733,35.89,-4.4,0,Medium Stress
67.8,0.448733,35.89,-5.53,0,Medium Stress
67.78,0.450014,35.89,-6.95,0,Medium Stress
67.78,0.450014,35.89,-9.28,0,Medium Stress
67.72,0.451295,35.89,-12.66,0,Medium Stress
67.68,0.450014,35.89,-16.46,0,Medium Stress
67.65,0.452577,35.89,-19.5,0,Medium Stress
67.62,0.456421,35.89,-20.17,0,Medium Stress
67.62,0.456421,35.84,-16.74,0,Medium Stress
67.63,0.457702,35.84,-7.73,0,Medium Stress
67.65,0.457702,35.84,7.65,0,Medium Stress
67.67,0.457702,35.84,29.22,0,Medium Stress
67.68,0.456421,35.91,55.59,0,Medium Stress
67.7,0.456421,35.91,84.35,0,Medium Stress
67.72,0.455139,35.91,112.67,0,Medium Stress
67.75,0.453858,35.91,138.16,0,Medium Stress
67.78,0.455139,35.87,159.57,0,Medium Stress
67.83,0.453858,35.87,176.9,0,Medium Stress
67.92,0.451295,35.87,190.86,0,Medium Stress
68.07,0.453858,35.87,201.99,0,Medium Stress
68.28,0.451295,35.89,209.83,0,Medium Stress
68.48,0.448733,35.89,212.79,0,Medium Stress
68.7,0.448733,35.89,208.42,0,Medium Stress
68.9,0.448733,35.89,193.98,0,Medium Stress
69.1,0.451295,35.91,167.17,0,Medium Stress
69.28,0.451295,35.91,127.15,0,Medium Stress
69.45,0.450014,35.91,75.68,0,Medium Stress
69.6,0.448733,35.91,18.06,0,Medium Stress
69.75,0.450014,35.91,-37.04,0,Medium Stress
69.87,0.450014,35.91,-79.57,0,Medium Stress
70.03,0.448733,35.91,-101.79,0,Medium Stress
70.22,0.447451,35.91,-102.14,0,Medium Stress
70.25,0.447451,35.91,-86.92,0,Medium Stress
70.3,0.448733,35.91,-69.0,0,Medium Stress
70.3,0.44617,35.91,-63.41,0,Medium Stress
70.35,0.447451,35.91,-81.94,0,Medium Stress
70.35,0.44617,35.91,-129.25,0,Medium Stress
70.32,0.44617,35.91,-201.66,0,Medium Stress
70.32,0.443607,35.91,-288.93,0,Medium Stress
70.52,0.444889,35.91,-377.76,0,Medium Stress
70.83,0.444889,35.89,-455.29,0,Medium Stress
71.13,0.442326,35.89,-511.68,0,Medium Stress
71.42,0.442326,35.89,-541.52,0,Medium Stress
71.75,0.442326,35.89,-543.84,0,Medium Stress
72.13,0.441045,35.89,-521.47,0,Medium Stress
72.4,0.441045,35.89,-479.74,0,Medium Stress
72.37,0.441045,35.89,-425.04,0,Medium Stress
72.33,0.441045,35.89,-363.59,0,Medium Stress
72.33,0.439763,35.89,-300.81,0,Medium Stress
72.35,0.438482,35.89,-240.92,0,Medium Stress
72.4,0.438482,35.89,-186.71,0,Medium Stress
72.48,0.438482,35.89,-139.37,0,Medium Stress
72.58,0.439763,35.89,-98.58,0,Medium Stress
72.68,0.437201,35.89,-63.2,0,Medium Stress
72.77,0.438482,35.89,-32.6,0,Medium Stress
72.83,0.437201,35.89,-7.88,0,Medium Stress
72.9,0.437201,35.89,8.2,0,Medium Stress
72.95,0.437201,35.89,12.72,0,Medium Stress
73.0,0.435919,35.89,5.17,0,Medium Stress
73.05,0.434638,35.89,-10.74,0,Medium Stress
73.07,0.433357,35.91,-27.68,0,Medium Stress
73.07,0.434638,35.91,-37.29,0,Medium Stress
73.07,0.434638,35.91,-33.9,0,Medium Stress
73.07,0.432075,35.91,-16.96,0,Medium Stress
73.05,0.432075,35.89,9.2,0,Medium Stress
73.02,0.433357,35.89,37.93,0,Medium Stress
73.22,0.430794,35.89,63.62,0,Medium Stress
73.42,0.430794,35.89,84.1,0,Medium Stress
73.57,0.430794,35.93,100.56,0,Medium Stress
73.62,0.429513,35.93,115.84,0,Medium Stress
73.7,0.430794,35.93,132.2,0,Medium Stress
73.67,0.429513,35.93,149.87,0,Medium Stress
73.68,0.430794,35.93,167.23,0,Medium Stress
73.67,0.428231,35.93,181.84,0,Medium Stress
73.65,0.42695,35.93,191.67,0,Medium Stress
73.62,0.42695,35.93,195.74,0,Medium Stress
73.58,0.428231,35.91,193.97,0,Medium Stress
73.53,0.425669,35.91,186.74,0,Medium Stress
73.5,0.425669,35.91,174.64,0,Medium Stress
73.47,0.425669,35.91,158.68,0,Medium Stress
73.43,0.424387,35.89,140.55,0,Medium Stress
73.4,0.425669,35.89,122.64,0,Medium Stress
73.37,0.423106,35.89,107.64,0,Medium Stress
73.35,0.423106,35.89,97.66,0,Medium Stress
73.32,0.424387,35.91,93.51,0,Medium Stress
73.27,0.423106,35.91,94.4,0,Medium Stress
73.2,0.423106,35.91,98.23,0,Medium Stress
73.13,0.421825,35.91,102.41,0,Medium Stress
73.07,0.420543,35.91,104.56,0,Medium Stress
73.03,0.419262,35.91,103.1,0,Medium Stress
73.02,0.419262,35.91,97.43,0,Medium Stress
73.0,0.417981,35.91,87.95,0,Medium Stress
73.0,0.417981,35.89,75.77,0,Medium Stress
72.98,0.419262,35.89,62.54,0,Medium Stress
72.98,0.419262,35.89,49.97,0,Medium Stress
73.0,0.417981,35.89,39.34,0,Medium Stress
73.05,0.416699,35.91,31.12,0,Medium Stress
73.15,0.416699,35.91,24.62,0,Medium Stress
73.2,0.415418,35.91,18.32,0,Medium Stress
73.03,0.415418,35.91,10.42,0,Medium Stress
72.75,0.412855,35.89,-0.46,0,Medium Stress
72.48,0.414137,35.89,-14.76,0,Medium Stress
72.23,0.414137,35.89,-31.77,0,Medium Stress
71.98,0.415418,35.89,-49.87,0,Medium Stress
71.73,0.414137,35.91,-67.0,0,Medium Stress
71.52,0.415418,35.91,-81.1,0,Medium Stress
71.58,0.415418,35.91,-90.64,0,Medium Stress
71.6,0.420543,35.91,-94.82,0,Medium Stress
71.62,0.423106,35.91,-93.69,0,Medium Stress
71.6,0.425669,35.91,-88.0,0,Medium Stress
71.57,0.42695,35.91,-78.87,0,Medium Stress
71.52,0.42695,35.91,-67.41,0,Medium Stress
71.45,0.428231,35.91,-54.4,0,Medium Stress
71.4,0.428231,35.91,-40.24,0,Medium Stress
71.27,0.429513,35.91,-25.2,0,Medium Stress
71.13,0.42695,35.91,-9.71,0,Medium Stress
71.03,0.42695,35.93,5.49,0,Medium Stress
70.95,0.425669,35.93,19.43,0,Medium Stress
70.9,0.42695,35.93,31.14,0,Medium Stress
70.87,0.425669,35.93,40.06,0,Medium Stress
70.83,0.424387,35.91,46.12,0,Medium Stress
70.83,0.423106,35.91,49.59,0,Medium Stress
70.83,0.424387,35.91,50.8,0,Medium Stress
70.83,0.421825,35.91,49.97,0,Medium Stress
70.85,0.424387,35.95,47.17,0,Medium Stress
70.87,0.421825,35.95,42.53,0,Medium Stress
70.63,0.420543,35.95,36.39,0,Medium Stress
70.42,0.420543,35.95,29.41,0,Medium Stress
70.22,0.419262,35.91,22.38,0,Medium Stress
70.1,0.419262,35.91,16.11,0,Medium Stress
69.97,0.420543,35.91,11.07,0,Medium Stress
69.95,0.417981,35.91,7.41,0,Medium Stress
69.9,0.417981,35.91,4.95,0,Medium Stress
69.88,0.419262,35.91,3.22,0,Medium Stress
69.87,0.419262,35.91,1.67,0,Medium Stress
69.88,0.419262,35.91,-0.14,0,Medium Stress
69.92,0.416699,35.93,-2.47,0,Medium Stress
69.95,0.416699,35.93,-5.2,0,Medium Stress
69.97,0.416699,35.93,-7.92,0,Medium Stress
69.98,0.414137,35.93,-10.0,0,Medium Stress
70.0,0.415418,35.93,-10.79,0,Medium Stress
70.02,0.414137,35.93,-9.96,0,Medium Stress
70.03,0.414137,35.93,-7.77,0,Medium Stress
70.05,0.411574,35.93,-5.1,0,Medium Stress
70.08,0.414137,35.91,-3.3,0,Medium Stress
70.1,0.412855,35.91,-3.74,0,Medium Stress
70.15,0.410293,35.91,-7.32,0,Medium Stress
70.2,0.410293,35.91,-14.17,0,Medium Stress
70.23,0.410293,35.93,-23.76,0,Medium Stress
70.25,0.411574,35.93,-35.12,0,Medium Stress
70.28,0.409011,35.93,-47.32,0,Medium Stress
70.32,0.410293,35.93,-59.61,0,Medium Stress
70.38,0.409011,35.95,-71.3,0,Medium Stress
70.48,0.409011,35.95,-81.46,0,Medium Stress
70.62,0.409011,35.95,-88.69,0,Medium Stress
70.73,0.409011,35.95,-91.34,0,Medium Stress
70.87,0.40773,35.91,-88.03,0,Medium Stress
70.95,0.40773,35.91,-78.25,0,Medium Stress
70.95,0.405167,35.91,-62.73,0,Medium Stress
70.93,0.405167,35.91,-43.25,0,Medium Stress
70.93,0.406449,35.95,-21.95,0,Medium Stress
70.93,0.403886,35.95,-0.7,0,Medium Stress
70.92,0.405167,35.95,19.16,0,Medium Stress
70.9,0.405167,35.95,36.84,0,Medium Stress
70.88,0.402605,35.91,51.93,0,Medium Stress
70.85,0.402605,35.91,64.35,0,Medium Stress
70.82,0.403886,35.91,74.22,0,Medium Stress
70.82,0.406449,35.91,81.84,0,Medium Stress
70.83,0.414137,35.93,87.4,0,Medium Stress
70.85,0.421825,35.93,90.92,0,Medium Stress
70.85,0.433357,35.93,92.11,0,Medium Stress
70.82,0.447451,35.93,90.48,0,Medium Stress
70.78,0.458983,35.93,85.85,0,Medium Stress
70.73,0.483329,35.93,78.68,0,Medium Stress
70.73,0.496142,35.93,70.17,0,Medium Stress
70.68,0.508955,35.93,61.9,0,Medium Stress
70.6,0.533301,35.95,55.1,0,Medium Stress
70.5,0.56149,35.95,50.24,0,Medium Stress
70.38,0.601211,35.95,47.1,0,Medium Stress
70.23,0.644776,35.95,45.06,0,Medium Stress
70.12,0.662715,35.93,43.39,0,Medium Stress
70.0,0.701155,35.93,41.61,0,Medium Stress
69.88,0.716531,35.93,39.63,0,Medium Stress
69.77,0.742158,35.93,37.58,0,Medium Stress
69.63,0.74472,35.93,35.72,0,Medium Stress
69.53,0.737032,35.93,33.77,0,Medium Stress
69.43,0.724219,35.93,30.95,0,Medium Stress
69.4,0.712687,35.93,26.49,0,Medium Stress
69.35,0.704999,35.95,19.73,0,Medium Stress
69.3,0.694748,35.95,10.07,0,Medium Stress
69.23,0.697311,35.95,-3.35,0,Medium Stress
69.15,0.693467,35.95,-21.42,0,Medium Stress
69.05,0.688342,35.95,-44.59,0,Medium Stress
68.97,0.684498,35.95,-71.86,0,Medium Stress
68.88,0.679372,35.95,-100.83,0,Medium Stress
68.88,0.678091,35.95,-127.37,0,Medium Stress
68.93,0.675528,35.93,-145.72,0,Medium Stress
68.98,0.67681,35.93,-150.23,0,Medium Stress
69.03,0.678091,35.93,-137.62,0,Medium Stress
69.07,0.679372,35.93,-108.26,0,Medium Stress
69.08,0.680654,35.95,-65.11,0,Medium Stress
69.08,0.683216,35.95,-11.39,0,Medium Stress
69.08,0.680654,35.95,51.62,0,Medium Stress
69.07,0.67681,35.95,123.03,0,Medium Stress
69.03,0.671684,35.95,201.06,0,Medium Stress
69.02,0.669122,35.95,281.55,0,Medium Stress
68.97,0.663996,35.95,357.01,0,Medium Stress
68.92,0.660152,35.95,417.58,0,Medium Stress
68.87,0.656308,35.95,454.29,0,Medium Stress
68.88,0.651183,35.95,462.9,0,Medium Stress
68.82,0.64862,35.95,446.05,0,Medium Stress
68.82,0.644776,35.95,412.23,0,Medium Stress
68.77,0.640932,35.97,369.91,0,Medium Stress
68.7,0.639651,35.97,324.33,0,Medium Stress
68.6,0.637088,35.97,276.88,0,Medium Stress
68.48,0.634526,35.97,225.7,0,Medium Stress
68.33,0.630682,35.93,167.45,0,Medium Stress
68.2,0.628119,35.93,99.17,0,Medium Stress
68.17,0.625556,35.93,20.08,0,Medium Stress
68.2,0.622994,35.93,-69.98,0,Medium Stress
68.1,0.620431,35.95,-158.95,0,Medium Stress
68.1,0.620431,35.95,-232.17,0,Medium Stress
68.12,0.615306,35.95,-281.97,0,Medium Stress
68.15,0.615306,35.95,-308.59,0,Medium Stress
68.17,0.617868,35.95,-313.63,0,Medium Stress
68.18,0.603774,35.95,-295.98,0,Medium Stress
68.2,0.603774,35.95,-253.54,0,Medium Stress
68.2,0.606336,35.95,-187.96,0,Medium Stress
68.17,0.603774,35.93,-107.68,0,Medium Stress
68.13,0.614024,35.93,-26.79,0,Medium Stress
68.08,0.647339,35.93,37.46,0,Medium Stress
68.05,0.689623,35.93,72.76,0,Medium Stress
68.0,0.739595,35.95,77.82,0,Medium Stress
67.93,0.797255,35.95,61.43,0,Medium Stress
67.92,0.831851,35.95,38.44,1,Low Stress
67.95,0.866447,35.95,21.79,1,Low Stress
67.97,0.874135,35.95,18.7,1,Low Stress
68.02,0.897199,35.95,30.0,1,Low Stress
68.12,0.925388,35.95,52.58,1,Low Stress
68.25,0.908731,35.95,80.68,1,Low Stress
68.37,0.948452,35.93,109.69,1,Low Stress
68.47,0.971516,35.93,137.63,1,Low Stress
68.58,1.006112,35.93,164.17,1,Low Stress
68.68,1.058646,35.93,188.62,1,Low Stress
68.78,1.021557,35.95,208.57,1,Low Stress
68.87,1.047183,35.95,220.33,1,Low Stress
68.93,1.062559,35.95,220.57,1,Low Stress
68.93,1.065122,35.95,211.31,1,Low Stress
68.97,1.052309,35.93,194.68,1,Low Stress
68.98,1.035651,35.93,173.75,1,Low Stress
69.0,1.029245,35.93,151.78,1,Low Stress
69.05,1.018994,35.93,130.71,1,Low Stress
69.08,1.001055,35.91,110.16,1,Low Stress
69.12,0.990805,35.91,87.47,1,Low Stress
69.13,0.989524,35.91,59.1,1,Low Stress
69.07,0.990805,35.91,22.49,1,Low Stress
68.92,0.989524,35.91,-22.53,1,Low Stress
68.77,0.990805,35.91,-74.41,1,Low Stress
68.62,1.021557,35.91,-129.94,1,Low Stress
68.48,1.047183,35.91,-185.41,1,Low Stress
68.38,1.070247,35.91,-238.04,1,Low Stress
68.3,1.124063,35.91,-286.78,1,Low Stress
68.23,1.170191,35.91,-332.26,1,Low Stress
68.2,1.238102,35.91,-375.96,1,Low Stress
68.18,1.29448,35.89,-419.32,1,Low Stress
68.15,1.343171,35.89,-463.24,1,Low Stress
68.13,1.368798,35.89,-508.16,1,Low Stress
68.12,1.379048,35.89,-553.39,1,Low Stress
68.12,1.355984,35.87,-596.5,1,Low Stress
68.05,1.320107,35.87,-633.0,1,Low Stress
68.03,1.28423,35.87,-656.61,1,Low Stress
67.97,1.252196,35.87,-660.82,1,Low Stress
67.93,1.229132,35.89,-641.15,1,Low Stress
67.92,1.20735,35.89,-597.39,1,Low Stress
67.9,1.191974,35.89,-534.32,1,Low Stress
67.93,1.181723,35.89,-460.39,1,Low Stress
68.03,1.172754,35.87,-384.75,1,Low Stress
68.17,1.162503,35.87,-314.77,1,Low Stress
68.28,1.153534,35.87,-254.5,1,Low Stress
68.37,1.147127,35.87,-205.0,1,Low Stress
68.55,1.144565,35.87,-165.66,1,Low Stress
68.65,1.139439,35.87,-135.63,1,Low Stress
68.73,1.138158,35.87,-114.28,1,Low Stress
68.78,1.135595,35.87,-100.87,1,Low Stress
68.85,1.131751,35.87,-93.38,1,Low Stress
68.92,1.127907,35.87,-88.7,1,Low Stress
68.95,1.122782,35.87,-83.44,1,Low Stress
68.98,1.117657,35.87,-75.32,1,Low Stress
69.02,1.116375,35.84,-63.88,1,Low Stress
69.05,1.109969,35.84,-50.41,1,Low Stress
69.1,1.104843,35.84,-37.31,1,Low Stress
69.15,1.102281,35.84,-27.06,1,Low Stress
69.22,1.098437,35.84,-21.18,1,Low Stress
69.27,1.094593,35.84,-18.52,1,Low Stress
69.3,1.09203,35.84,-16.71,1,Low Stress
69.35,1.089467,35.84,-13.6,1,Low Stress
69.4,1.085623,35.87,-8.59,1,Low Stress
69.43,1.083061,35.87,-2.8,1,Low Stress
69.42,1.080498,35.87,1.7,1,Low Stress
69.38,1.080498,35.87,2.86,1,Low Stress
69.38,1.079217,35.84,-0.54,1,Low Stress
69.4,1.081779,35.84,-8.51,1,Low Stress
69.37,1.080498,35.84,-16.96,1,Low Stress
69.35,1.080498,35.84,-20.95,1,Low Stress
69.35,1.086905,35.81,-16.99,1,Low Stress
69.35,1.116375,35.81,-5.02,1,Low Stress
69.37,1.175317,35.81,12.13,1,Low Stress
69.38,1.25604,35.81,30.51,1,Low Stress
69.37,1.307294,35.84,46.67,1,Low Stress
69.37,1.349578,35.84,58.61,1,Low Stress
69.37,1.370079,35.84,66.04,1,Low Stress
69.37,1.381611,35.84,74.7,1,Low Stress
69.38,1.366235,35.81,91.28,1,Low Stress
69.38,1.34189,35.81,120.07,1,Low Stress
69.4,1.323951,35.81,160.29,1,Low Stress
69.42,1.306012,35.81,207.21,1,Low Stress
69.45,1.289355,35.83,255.2,1,Low Stress
69.48,1.27526,35.83,300.13,1,Low Stress
69.52,1.262447,35.83,340.2,1,Low Stress
69.55,1.252196,35.83,375.89,1,Low Stress
69.55,1.244508,35.83,414.94,1,Low Stress
69.55,1.23682,35.83,465.62,1,Low Stress
69.53,1.231695,35.83,532.74,1,Low Stress
69.52,1.225289,35.83,615.14,1,Low Stress
69.5,1.220163,35.81,708.07,1,Low Stress
69.5,1.215038,35.81,807.09,1,Low Stress
69.5,1.209913,35.81,909.3,1,Low Stress
69.5,1.208631,35.81,1012.47,1,Low Stress
69.53,1.206069,35.81,1076.01,1,Low Stress
69.57,1.204787,35.81,1063.61,1,Low Stress
69.62,1.200943,35.81,959.06,1,Low Stress
69.68,1.204787,35.81,780.06,1,Low Stress
69.73,1.22657,35.79,566.8,1,Low Stress
69.78,1.266291,35.79,359.18,1,Low Stress
69.83,1.302168,35.79,183.13,1,Low Stress
69.85,1.318826,35.79,48.46,1,Low Stress
69.82,1.331639,35.79,-46.76,1,Low Stress
69.77,1.331639,35.79,-111.8,1,Low Stress
69.75,1.321388,35.79,-152.73,1,Low Stress
69.75,1.30345,35.79,-174.3,1,Low Stress
69.77,1.285511,35.79,-180.37,1,Low Stress
69.77,1.271416,35.79,-178.45,1,Low Stress
69.75,1.261166,35.79,-176.59,1,Low Stress
69.73,1.250915,35.79,-180.68,1,Low Stress
69.7,1.243227,35.79,-193.62,1,Low Stress
69.68,1.240664,35.79,-214.85,1,Low Stress
69.7,1.234258,35.79,-241.86,1,Low Stress
69.68,1.230414,35.79,-267.73,1,Low Stress
69.65,1.229132,35.81,-287.08,1,Low Stress
69.6,1.229132,35.81,-298.98,1,Low Stress
69.53,1.227851,35.81,-308.88,1,Low Stress
69.45,1.222726,35.81,-326.06,1,Low Stress
69.37,1.221444,35.79,-353.48,1,Low Stress
69.3,1.2176,35.79,-392.23,1,Low Stress
69.22,1.213756,35.79,-438.77,1,Low Stress
69.12,1.213756,35.79,-485.47,1,Low Stress
69.07,1.209913,35.81,-519.83,1,Low Stress
69.02,1.209913,35.81,-530.27,1,Low Stress
68.97,1.208631,35.81,-511.35,1,Low Stress
68.93,1.204787,35.81,-467.23,1,Low Stress
68.9,1.204787,35.79,-410.39,1,Low Stress
68.87,1.203506,35.79,-356.71,1,Low Stress
68.9,1.199662,35.79,-319.94,1,Low Stress
68.93,1.199662,35.79,-305.66,1,Low Stress
68.98,1.202224,35.79,-309.71,1,Low Stress
69.02,1.222726,35.79,-319.34,1,Low Stress
69.05,1.266291,35.79,-319.95,1,Low Stress
69.07,1.33292,35.79,-301.73,1,Low Stress
69.1,1.389299,35.79,-263.86,1,Low Stress
69.13,1.421332,35.79,-213.84,1,Low Stress
69.17,1.439271,35.79,-163.62,1,Low Stress
69.2,1.44824,35.79,-125.1,1,Low Stress
69.23,1.444396,35.79,-105.47,1,Low Stress
69.27,1.425176,35.79,-105.5,1,Low Stress
69.32,1.402112,35.79,-119.84,1,Low Stress
69.37,1.384174,35.79,-139.96,1,Low Stress
69.42,1.367516,35.79,-157.43,1,Low Stress
69.45,1.353422,35.79,-166.74,1,Low Stress
69.48,1.344452,35.79,-166.05,1,Low Stress
69.5,1.336764,35.79,-156.49,1,Low Stress
69.55,1.330358,35.79,-140.98,1,Low Stress
69.6,1.326514,35.79,-122.19,1,Low Stress
69.65,1.320107,35.79,-101.83,1,Low Stress
69.7,1.312419,35.79,-81.11,1,Low Stress
69.75,1.307294,35.79,-61.5,1,Low Stress
69.8,1.302168,35.79,-45.38,1,Low Stress
69.85,1.297043,35.79,-35.63,1,Low Stress
69.92,1.291918,35.79,-34.49,1,Low Stress
69.95,1.286792,35.79,-42.25,1,Low Stress
69.98,1.28423,35.79,-56.9,1,Low Stress
70.0,1.281667,35.79,-74.94,1,Low Stress
70.02,1.288074,35.79,-92.91,1,Low Stress
70.02,1.307294,35.79,-109.04,1,Low Stress
70.0,1.340608,35.79,-123.73,1,Low Stress
69.98,1.370079,35.79,-139.09,1,Low Stress
69.95,1.39058,35.79,-157.31,1,Low Stress
69.92,1.399549,35.77,-179.14,1,Low Stress
69.87,1.402112,35.77,-203.06,1,Low Stress
69.8,1.405956,35.77,-225.6,1,Low Stress
69.72,1.394424,35.77,-242.47,1,Low Stress
69.62,1.379048,35.77,-250.04,1,Low Stress
69.52,1.367516,35.77,-246.5,1,Low Stress
69.42,1.357266,35.77,-232.25,1,Low Stress
69.33,1.348296,35.77,-209.3,1,Low Stress
69.25,1.340608,35.77,-180.13,1,Low Stress
69.17,1.336764,35.77,-146.55,1,Low Stress
69.07,1.331639,35.77,-109.13,1,Low Stress
69.0,1.325232,35.77,-67.26,1,Low Stress
68.95,1.32267,35.79,-20.05,1,Low Stress
68.93,1.317544,35.79,32.85,1,Low Stress
68.97,1.314982,35.79,90.48,1,Low Stress
69.03,1.317544,35.79,150.64,1,Low Stress
69.12,1.318826,35.79,210.52,1,Low Stress
69.22,1.323951,35.79,267.63,1,Low Stress
69.32,1.344452,35.79,320.64,1,Low Stress
69.42,1.382892,35.79,369.7,1,Low Stress
69.47,1.437989,35.75,416.02,1,Low Stress
69.48,1.487961,35.75,461.0,1,Low Stress
69.48,1.481654,35.75,505.42,1,Low Stress
69.47,1.485498,35.75,548.91,1,Low Stress
69.45,1.480372,35.75,590.32,1,Low Stress
69.43,1.466278,35.75,628.19,1,Low Stress
69.42,1.445776,35.75,661.72,1,Low Stress
69.4,1.423994,35.75,691.21,1,Low Stress
69.37,1.409899,35.77,718.02,1,Low Stress
69.35,1.390679,35.77,744.23,1,Low Stress
69.32,1.376585,35.77,772.33,1,Low Stress
69.3,1.36249,35.77,804.85,1,Low Stress
69.27,1.353521,35.77,843.84,1,Low Stress
69.22,1.345833,35.77,889.76,1,Low Stress
69.17,1.339426,35.77,940.15,1,Low Stress
69.12,1.334301,35.77,988.94,1,Low Stress
69.1,1.327894,35.75,1027.05,1,Low Stress
69.1,1.32405,35.75,1044.74,1,Low Stress
69.08,1.317643,35.75,1034.87,1,Low Stress
69.07,1.315081,35.75,995.55,1,Low Stress
69.05,1.309955,35.77,930.7,1,Low Stress
69.03,1.306111,35.77,848.29,1,Low Stress
69.03,1.303549,35.77,757.11,1,Low Stress
69.05,1.300986,35.77,663.89,1,Low Stress
69.03,1.298423,35.75,572.05,1,Low Stress
69.02,1.294579,35.75,482.47,1,Low Stress
68.98,1.292017,35.75,395.26,1,Low Stress
68.93,1.288173,35.75,311.26,1,Low Stress
68.88,1.28561,35.75,232.24,1,Low Stress
68.87,1.284329,35.75,160.2,1,Low Stress
68.85,1.283047,35.75,96.33,1,Low Stress
68.8,1.279203,35.75,40.55,1,Low Stress
68.77,1.279203,35.75,-8.0,1,Low Stress
68.75,1.276641,35.75,-50.12,1,Low Stress
68.72,1.272797,35.75,-86.02,1,Low Stress
68.67,1.270234,35.75,-115.22,1,Low Stress
68.62,1.268953,35.75,-136.97,1,Low Stress
68.55,1.265109,35.75,-151.03,1,Low Stress
68.47,1.262546,35.75,-158.16,1,Low Stress
68.42,1.257421,35.75,-160.05,1,Low Stress
68.4,1.254858,35.75,-158.97,1,Low Stress
68.4,1.253577,35.75,-157.09,1,Low Stress
68.37,1.249733,35.75,-156.05,1,Low Stress
68.33,1.248451,35.75,-156.7,1,Low Stress
68.32,1.244608,35.73,-159.23,1,Low Stress
68.33,1.243326,35.73,-163.54,1,Low Stress
68.38,1.239482,35.73,-169.47,1,Low Stress
68.4,1.23692,35.73,-176.99,1,Low Stress
68.6,1.231794,35.75,-186.03,1,Low Stress
68.78,1.230513,35.75,-196.37,1,Low Stress
68.95,1.22795,35.75,-207.55,1,Low Stress
69.12,1.225388,35.75,-218.99,1,Low Stress
69.35,1.222825,35.75,-230.28,1,Low Stress
69.55,1.2177,35.75,-241.42,1,Low Stress
69.7,1.215137,35.75,-252.86,1,Low Stress
69.7,1.213856,35.75,-265.28,1,Low Stress
69.68,1.212574,35.75,-279.21,1,Low Stress
69.68,1.20873,35.75,-294.57,1,Low Stress
69.72,1.207449,35.75,-310.63,1,Low Stress
69.77,1.204886,35.75,-326.12,1,Low Stress
69.87,1.203605,35.77,-339.73,1,Low Stress
69.98,1.212574,35.77,-350.64,1,Low Stress
70.08,1.235638,35.77,-358.79,1,Low Stress
70.18,1.267671,35.77,-364.91,1,Low Stress
70.23,1.299705,35.75,-370.45,1,Low Stress
70.33,1.326613,35.75,-377.32,1,Low Stress
70.35,1.340707,35.75,-387.42,1,Low Stress
70.38,1.349677,35.75,-401.95,1,Low Stress
70.43,1.347114,35.77,-420.28,1,Low Stress
70.52,1.336863,35.77,-439.22,1,Low Stress
70.65,1.326613,35.77,-453.13,1,Low Stress
70.77,1.313799,35.77,-455.39,1,Low Stress
70.9,1.303549,35.75,-441.03,1,Low Stress
71.07,1.294579,35.75,-409.3,1,Low Stress
71.15,1.288173,35.75,-365.07,1,Low Stress
71.17,1.280485,35.75,-317.81,1,Low Stress
71.12,1.274078,35.75,-278.46,1,Low Stress
71.03,1.267671,35.75,-255.61,1,Low Stress
70.95,1.265109,35.75,-252.69,1,Low Stress
70.83,1.261265,35.75,-267.15,1,Low Stress
70.73,1.257421,35.77,-292.13,1,Low Stress
70.67,1.257421,35.77,-319.21,1,Low Stress
70.62,1.25614,35.77,-341.0,1,Low Stress
